"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2019 11:15 - 05.01.2019 11:30","59632","61012"
"05.01.2019 11:30 - 05.01.2019 11:45","60316","61389"
"05.01.2019 11:45 - 05.01.2019 12:00","60446","61134"
"05.01.2019 12:00 - 05.01.2019 12:15","59507","61299"
"05.01.2019 12:15 - 05.01.2019 12:30","59584","61125"
"05.01.2019 12:30 - 05.01.2019 12:45","59396","60994"
"05.01.2019 12:45 - 05.01.2019 13:00","58795","60618"
"05.01.2019 13:00 - 05.01.2019 13:15","57743","60511"
"05.01.2019 13:15 - 05.01.2019 13:30","57180","59940"
"05.01.2019 13:30 - 05.01.2019 13:45","57000","59493"
"05.01.2019 13:45 - 05.01.2019 14:00","55983","59238"
"05.01.2019 14:00 - 05.01.2019 14:15","56006","59049"
"05.01.2019 14:15 - 05.01.2019 14:30","55281","58628"
"05.01.2019 14:30 - 05.01.2019 14:45","55204","58513"
"05.01.2019 14:45 - 05.01.2019 15:00","55849","58282"
"05.01.2019 15:00 - 05.01.2019 15:15","56354","58423"
"05.01.2019 15:15 - 05.01.2019 15:30","55326","58132"
"05.01.2019 15:30 - 05.01.2019 15:45","55482","58029"
"05.01.2019 15:45 - 05.01.2019 16:00","55705","58089"
"05.01.2019 16:00 - 05.01.2019 16:15","55855","58384"
"05.01.2019 16:15 - 05.01.2019 16:30","56689","58725"
"05.01.2019 16:30 - 05.01.2019 16:45","57481","59340"
"05.01.2019 16:45 - 05.01.2019 17:00","58006","60402"
"05.01.2019 17:00 - 05.01.2019 17:15","59190","61652"
"05.01.2019 17:15 - 05.01.2019 17:30","59837","61940"
"05.01.2019 17:30 - 05.01.2019 17:45","59937","62223"
"05.01.2019 17:45 - 05.01.2019 18:00","60395","62423"
"05.01.2019 18:00 - 05.01.2019 18:15","60208","62642"
"05.01.2019 18:15 - 05.01.2019 18:30","60440","61973"
"05.01.2019 18:30 - 05.01.2019 18:45","60272","62131"
"05.01.2019 18:45 - 05.01.2019 19:00","59040","61750"
"05.01.2019 19:00 - 05.01.2019 19:15","58710","61247"
"05.01.2019 19:15 - 05.01.2019 19:30","58194","60561"
"05.01.2019 19:30 - 05.01.2019 19:45","57763","60030"
"05.01.2019 19:45 - 05.01.2019 20:00","56244","59370"
"05.01.2019 20:00 - 05.01.2019 20:15","55874","57920"
"05.01.2019 20:15 - 05.01.2019 20:30","54464","56894"
"05.01.2019 20:30 - 05.01.2019 20:45","54067","56128"
"05.01.2019 20:45 - 05.01.2019 21:00","53732","55516"
"05.01.2019 21:00 - 05.01.2019 21:15","52787","54880"
"05.01.2019 21:15 - 05.01.2019 21:30","52401","54429"
"05.01.2019 21:30 - 05.01.2019 21:45","52900","54056"
"05.01.2019 21:45 - 05.01.2019 22:00","52242","53635"
"05.01.2019 22:00 - 05.01.2019 22:15","52761","54081"
"05.01.2019 22:15 - 05.01.2019 22:30","50945","53560"
"05.01.2019 22:30 - 05.01.2019 22:45","51317","52786"
"05.01.2019 22:45 - 05.01.2019 23:00","49876","52354"
"05.01.2019 23:00 - 05.01.2019 23:15","49755","51245"
"05.01.2019 23:15 - 05.01.2019 23:30","48689","50401"
"05.01.2019 23:30 - 05.01.2019 23:45","47207","49842"
"05.01.2019 23:45 - 06.01.2019 00:00","46449","49290"
"06.01.2019 00:00 - 06.01.2019 00:15","46117","48056"
"06.01.2019 00:15 - 06.01.2019 00:30","45861","47098"
"06.01.2019 00:30 - 06.01.2019 00:45","45516","46519"
"06.01.2019 00:45 - 06.01.2019 01:00","45155","46008"
"06.01.2019 01:00 - 06.01.2019 01:15","44744","45357"
"06.01.2019 01:15 - 06.01.2019 01:30","43798","44949"
"06.01.2019 01:30 - 06.01.2019 01:45","44116","44772"
"06.01.2019 01:45 - 06.01.2019 02:00","43635","44400"
"06.01.2019 02:00 - 06.01.2019 02:15","43333","43719"
"06.01.2019 02:15 - 06.01.2019 02:30","42850","43585"
"06.01.2019 02:30 - 06.01.2019 02:45","43271","43336"
"06.01.2019 02:45 - 06.01.2019 03:00","43330","43208"
"06.01.2019 03:00 - 06.01.2019 03:15","42860","43318"
"06.01.2019 03:15 - 06.01.2019 03:30","42980","43457"
"06.01.2019 03:30 - 06.01.2019 03:45","42876","43198"
"06.01.2019 03:45 - 06.01.2019 04:00","42821","43061"
"06.01.2019 04:00 - 06.01.2019 04:15","43241","43175"
"06.01.2019 04:15 - 06.01.2019 04:30","42789","43249"
"06.01.2019 04:30 - 06.01.2019 04:45","43150","43235"
"06.01.2019 04:45 - 06.01.2019 05:00","43188","43259"
"06.01.2019 05:00 - 06.01.2019 05:15","42873","43037"
"06.01.2019 05:15 - 06.01.2019 05:30","42416","42610"
"06.01.2019 05:30 - 06.01.2019 05:45","42513","42439"
"06.01.2019 05:45 - 06.01.2019 06:00","42308","42281"
"06.01.2019 06:00 - 06.01.2019 06:15","41453","42088"
"06.01.2019 06:15 - 06.01.2019 06:30","41894","42114"
"06.01.2019 06:30 - 06.01.2019 06:45","42143","42142"
"06.01.2019 06:45 - 06.01.2019 07:00","42473","42476"
"06.01.2019 07:00 - 06.01.2019 07:15","42663","42821"
"06.01.2019 07:15 - 06.01.2019 07:30","42889","43016"
"06.01.2019 07:30 - 06.01.2019 07:45","44262","43312"
"06.01.2019 07:45 - 06.01.2019 08:00","44987","44067"
"06.01.2019 08:00 - 06.01.2019 08:15","46172","45025"
"06.01.2019 08:15 - 06.01.2019 08:30","46250","45630"
"06.01.2019 08:30 - 06.01.2019 08:45","47052","46262"
"06.01.2019 08:45 - 06.01.2019 09:00","47711","47163"
"06.01.2019 09:00 - 06.01.2019 09:15","48662","48318"
"06.01.2019 09:15 - 06.01.2019 09:30","50639","49269"
"06.01.2019 09:30 - 06.01.2019 09:45","50110","50066"
"06.01.2019 09:45 - 06.01.2019 10:00","50845","50706"
"06.01.2019 10:00 - 06.01.2019 10:15","51153","51570"
"06.01.2019 10:15 - 06.01.2019 10:30","51577","52217"
"06.01.2019 10:30 - 06.01.2019 10:45","51648","52912"
"06.01.2019 10:45 - 06.01.2019 11:00","52452","53545"
"06.01.2019 11:00 - 06.01.2019 11:15","53463","54421"
"06.01.2019 11:15 - 06.01.2019 11:30","53840","54966"
"06.01.2019 11:30 - 06.01.2019 11:45","54666","55495"
"06.01.2019 11:45 - 06.01.2019 12:00","54663","55754"
"06.01.2019 12:00 - 06.01.2019 12:15","53939","56030"
"06.01.2019 12:15 - 06.01.2019 12:30","54048","55775"
"06.01.2019 12:30 - 06.01.2019 12:45","53619","55587"
"06.01.2019 12:45 - 06.01.2019 13:00","53351","55274"
"06.01.2019 13:00 - 06.01.2019 13:15","52893","54763"
"06.01.2019 13:15 - 06.01.2019 13:30","52227","54315"
"06.01.2019 13:30 - 06.01.2019 13:45","52011","54196"
"06.01.2019 13:45 - 06.01.2019 14:00","51530","53903"
"06.01.2019 14:00 - 06.01.2019 14:15","51382","54177"
"06.01.2019 14:15 - 06.01.2019 14:30","50717","53930"
"06.01.2019 14:30 - 06.01.2019 14:45","50666","53683"
"06.01.2019 14:45 - 06.01.2019 15:00","51034","53317"
"06.01.2019 15:00 - 06.01.2019 15:15","51706","52863"
"06.01.2019 15:15 - 06.01.2019 15:30","50855","52972"
"06.01.2019 15:30 - 06.01.2019 15:45","51028","52940"
"06.01.2019 15:45 - 06.01.2019 16:00","50974","52942"
"06.01.2019 16:00 - 06.01.2019 16:15","51956","53329"
"06.01.2019 16:15 - 06.01.2019 16:30","52498","53983"
"06.01.2019 16:30 - 06.01.2019 16:45","53147","55003"
"06.01.2019 16:45 - 06.01.2019 17:00","53633","56254"
"06.01.2019 17:00 - 06.01.2019 17:15","55181","57323"
"06.01.2019 17:15 - 06.01.2019 17:30","55881","58048"
"06.01.2019 17:30 - 06.01.2019 17:45","56101","58441"
"06.01.2019 17:45 - 06.01.2019 18:00","56712","58560"
"06.01.2019 18:00 - 06.01.2019 18:15","56764","59409"
"06.01.2019 18:15 - 06.01.2019 18:30","57001","59368"
"06.01.2019 18:30 - 06.01.2019 18:45","56818","59055"
"06.01.2019 18:45 - 06.01.2019 19:00","55793","58459"
"06.01.2019 19:00 - 06.01.2019 19:15","55766","58421"
"06.01.2019 19:15 - 06.01.2019 19:30","55281","57758"
"06.01.2019 19:30 - 06.01.2019 19:45","54778","57558"
"06.01.2019 19:45 - 06.01.2019 20:00","53436","56950"
"06.01.2019 20:00 - 06.01.2019 20:15","53800","56518"
"06.01.2019 20:15 - 06.01.2019 20:30","52802","55784"
"06.01.2019 20:30 - 06.01.2019 20:45","52264","54894"
"06.01.2019 20:45 - 06.01.2019 21:00","52052","54379"
"06.01.2019 21:00 - 06.01.2019 21:15","51190","53997"
"06.01.2019 21:15 - 06.01.2019 21:30","50965","53793"
"06.01.2019 21:30 - 06.01.2019 21:45","51581","53383"
"06.01.2019 21:45 - 06.01.2019 22:00","51451","52686"
"06.01.2019 22:00 - 06.01.2019 22:15","52062","53288"
"06.01.2019 22:15 - 06.01.2019 22:30","50533","53673"
"06.01.2019 22:30 - 06.01.2019 22:45","50787","52419"
"06.01.2019 22:45 - 06.01.2019 23:00","49556","51566"
"06.01.2019 23:00 - 06.01.2019 23:15","49473","51277"
"06.01.2019 23:15 - 06.01.2019 23:30","48559","50565"
"06.01.2019 23:30 - 06.01.2019 23:45","46906","49776"
"06.01.2019 23:45 - 07.01.2019 00:00","46721","48470"
"07.01.2019 00:00 - 07.01.2019 00:15","45667","48055"
"07.01.2019 00:15 - 07.01.2019 00:30","45336","47372"
"07.01.2019 00:30 - 07.01.2019 00:45","44775","46399"
"07.01.2019 00:45 - 07.01.2019 01:00","44275","45839"
"07.01.2019 01:00 - 07.01.2019 01:15","43943","46079"
"07.01.2019 01:15 - 07.01.2019 01:30","43579","45446"
"07.01.2019 01:30 - 07.01.2019 01:45","43433","44985"
"07.01.2019 01:45 - 07.01.2019 02:00","43310","44697"
"07.01.2019 02:00 - 07.01.2019 02:15","43021","45135"
"07.01.2019 02:15 - 07.01.2019 02:30","42899","44870"
"07.01.2019 02:30 - 07.01.2019 02:45","43164","44591"
"07.01.2019 02:45 - 07.01.2019 03:00","43173","44729"
"07.01.2019 03:00 - 07.01.2019 03:15","43125","45434"
"07.01.2019 03:15 - 07.01.2019 03:30","43072","45601"
"07.01.2019 03:30 - 07.01.2019 03:45","43205","45367"
"07.01.2019 03:45 - 07.01.2019 04:00","43518","45569"
"07.01.2019 04:00 - 07.01.2019 04:15","44275","46689"
"07.01.2019 04:15 - 07.01.2019 04:30","44548","46748"
"07.01.2019 04:30 - 07.01.2019 04:45","44920","47377"
"07.01.2019 04:45 - 07.01.2019 05:00","45461","48153"
"07.01.2019 05:00 - 07.01.2019 05:15","46828","50086"
"07.01.2019 05:15 - 07.01.2019 05:30","47542","50466"
"07.01.2019 05:30 - 07.01.2019 05:45","48749","51707"
"07.01.2019 05:45 - 07.01.2019 06:00","50136","53552"
"07.01.2019 06:00 - 07.01.2019 06:15","52937","57253"
"07.01.2019 06:15 - 07.01.2019 06:30","55148","59736"
"07.01.2019 06:30 - 07.01.2019 06:45","56733","61573"
"07.01.2019 06:45 - 07.01.2019 07:00","58349","62965"
"07.01.2019 07:00 - 07.01.2019 07:15","59919","65226"
"07.01.2019 07:15 - 07.01.2019 07:30","60692","66184"
"07.01.2019 07:30 - 07.01.2019 07:45","61779","67503"
"07.01.2019 07:45 - 07.01.2019 08:00","62677","68264"
"07.01.2019 08:00 - 07.01.2019 08:15","63887","69441"
"07.01.2019 08:15 - 07.01.2019 08:30","63935","69507"
"07.01.2019 08:30 - 07.01.2019 08:45","64076","69810"
"07.01.2019 08:45 - 07.01.2019 09:00","64326","70020"
"07.01.2019 09:00 - 07.01.2019 09:15","64125","69866"
"07.01.2019 09:15 - 07.01.2019 09:30","64430","69829"
"07.01.2019 09:30 - 07.01.2019 09:45","64609","70069"
"07.01.2019 09:45 - 07.01.2019 10:00","64945","70319"
"07.01.2019 10:00 - 07.01.2019 10:15","65179","70801"
"07.01.2019 10:15 - 07.01.2019 10:30","65265","71164"
"07.01.2019 10:30 - 07.01.2019 10:45","65445","71503"
"07.01.2019 10:45 - 07.01.2019 11:00","65845","71735"
"07.01.2019 11:00 - 07.01.2019 11:15","66286","72059"
"07.01.2019 11:15 - 07.01.2019 11:30","66534","72404"
"07.01.2019 11:30 - 07.01.2019 11:45","66968","72467"
"07.01.2019 11:45 - 07.01.2019 12:00","67540","72455"
"07.01.2019 12:00 - 07.01.2019 12:15","66353","72215"
"07.01.2019 12:15 - 07.01.2019 12:30","66524","72224"
"07.01.2019 12:30 - 07.01.2019 12:45","66254","72245"
"07.01.2019 12:45 - 07.01.2019 13:00","66440","72201"
"07.01.2019 13:00 - 07.01.2019 13:15","66350","72377"
"07.01.2019 13:15 - 07.01.2019 13:30","65978","72438"
"07.01.2019 13:30 - 07.01.2019 13:45","65653","72251"
"07.01.2019 13:45 - 07.01.2019 14:00","65296","71705"
"07.01.2019 14:00 - 07.01.2019 14:15","65127","71852"
"07.01.2019 14:15 - 07.01.2019 14:30","64842","72019"
"07.01.2019 14:30 - 07.01.2019 14:45","64919","72096"
"07.01.2019 14:45 - 07.01.2019 15:00","64302","71862"
"07.01.2019 15:00 - 07.01.2019 15:15","63210","72176"
"07.01.2019 15:15 - 07.01.2019 15:30","64865","71895"
"07.01.2019 15:30 - 07.01.2019 15:45","64687","71585"
"07.01.2019 15:45 - 07.01.2019 16:00","64310","71662"
"07.01.2019 16:00 - 07.01.2019 16:15","64658","71981"
"07.01.2019 16:15 - 07.01.2019 16:30","63767","72454"
"07.01.2019 16:30 - 07.01.2019 16:45","61904","72899"
"07.01.2019 16:45 - 07.01.2019 17:00","62412","73743"
"07.01.2019 17:00 - 07.01.2019 17:15","63497","74768"
"07.01.2019 17:15 - 07.01.2019 17:30","63928","75062"
"07.01.2019 17:30 - 07.01.2019 17:45","64181","75092"
"07.01.2019 17:45 - 07.01.2019 18:00","64501","75190"
"07.01.2019 18:00 - 07.01.2019 18:15","64085","74641"
"07.01.2019 18:15 - 07.01.2019 18:30","64005","74226"
"07.01.2019 18:30 - 07.01.2019 18:45","64203","74014"
"07.01.2019 18:45 - 07.01.2019 19:00","63940","73764"
"07.01.2019 19:00 - 07.01.2019 19:15","63475","73279"
"07.01.2019 19:15 - 07.01.2019 19:30","63008","72471"
"07.01.2019 19:30 - 07.01.2019 19:45","62760","71915"
"07.01.2019 19:45 - 07.01.2019 20:00","62029","71565"
"07.01.2019 20:00 - 07.01.2019 20:15","61597","70302"
"07.01.2019 20:15 - 07.01.2019 20:30","60564","69275"
"07.01.2019 20:30 - 07.01.2019 20:45","60099","68459"
"07.01.2019 20:45 - 07.01.2019 21:00","59562","67523"
"07.01.2019 21:00 - 07.01.2019 21:15","59040","66884"
"07.01.2019 21:15 - 07.01.2019 21:30","58459","66207"
"07.01.2019 21:30 - 07.01.2019 21:45","58485","65472"
"07.01.2019 21:45 - 07.01.2019 22:00","57459","64435"
"07.01.2019 22:00 - 07.01.2019 22:15","57165","64081"
"07.01.2019 22:15 - 07.01.2019 22:30","56147","63192"
"07.01.2019 22:30 - 07.01.2019 22:45","55620","61961"
"07.01.2019 22:45 - 07.01.2019 23:00","54325","60825"
"07.01.2019 23:00 - 07.01.2019 23:15","53143","59621"
"07.01.2019 23:15 - 07.01.2019 23:30","52207","58922"
"07.01.2019 23:30 - 07.01.2019 23:45","51074","57966"
"07.01.2019 23:45 - 08.01.2019 00:00","50366","57409"
"08.01.2019 00:00 - 08.01.2019 00:15","52151","55455"
"08.01.2019 00:15 - 08.01.2019 00:30","52317","54847"
"08.01.2019 00:30 - 08.01.2019 00:45","51892","54235"
"08.01.2019 00:45 - 08.01.2019 01:00","51272","53836"
"08.01.2019 01:00 - 08.01.2019 01:15","50681","53224"
"08.01.2019 01:15 - 08.01.2019 01:30","50248","52911"
"08.01.2019 01:30 - 08.01.2019 01:45","50048","52527"
"08.01.2019 01:45 - 08.01.2019 02:00","49909","52099"
"08.01.2019 02:00 - 08.01.2019 02:15","49587","51963"
"08.01.2019 02:15 - 08.01.2019 02:30","49433","51909"
"08.01.2019 02:30 - 08.01.2019 02:45","49698","51875"
"08.01.2019 02:45 - 08.01.2019 03:00","49810","51925"
"08.01.2019 03:00 - 08.01.2019 03:15","49811","52216"
"08.01.2019 03:15 - 08.01.2019 03:30","49836","52330"
"08.01.2019 03:30 - 08.01.2019 03:45","49986","52599"
"08.01.2019 03:45 - 08.01.2019 04:00","49964","52834"
"08.01.2019 04:00 - 08.01.2019 04:15","50413","53271"
"08.01.2019 04:15 - 08.01.2019 04:30","50781","53666"
"08.01.2019 04:30 - 08.01.2019 04:45","51107","54231"
"08.01.2019 04:45 - 08.01.2019 05:00","51553","54769"
"08.01.2019 05:00 - 08.01.2019 05:15","52601","55971"
"08.01.2019 05:15 - 08.01.2019 05:30","53009","56744"
"08.01.2019 05:30 - 08.01.2019 05:45","54045","57909"
"08.01.2019 05:45 - 08.01.2019 06:00","55083","59304"
"08.01.2019 06:00 - 08.01.2019 06:15","57441","62259"
"08.01.2019 06:15 - 08.01.2019 06:30","59713","64111"
"08.01.2019 06:30 - 08.01.2019 06:45","61161","65862"
"08.01.2019 06:45 - 08.01.2019 07:00","62586","67511"
"08.01.2019 07:00 - 08.01.2019 07:15","64282","69548"
"08.01.2019 07:15 - 08.01.2019 07:30","64964","70642"
"08.01.2019 07:30 - 08.01.2019 07:45","66096","71746"
"08.01.2019 07:45 - 08.01.2019 08:00","66889","72554"
"08.01.2019 08:00 - 08.01.2019 08:15","67867","73462"
"08.01.2019 08:15 - 08.01.2019 08:30","67831","73871"
"08.01.2019 08:30 - 08.01.2019 08:45","67884","73857"
"08.01.2019 08:45 - 08.01.2019 09:00","68074","73182"
"08.01.2019 09:00 - 08.01.2019 09:15","67766","73605"
"08.01.2019 09:15 - 08.01.2019 09:30","68086","73919"
"08.01.2019 09:30 - 08.01.2019 09:45","68101","73434"
"08.01.2019 09:45 - 08.01.2019 10:00","68536","73573"
"08.01.2019 10:00 - 08.01.2019 10:15","68565","74497"
"08.01.2019 10:15 - 08.01.2019 10:30","68609","73636"
"08.01.2019 10:30 - 08.01.2019 10:45","68708","73891"
"08.01.2019 10:45 - 08.01.2019 11:00","68852","73978"
"08.01.2019 11:00 - 08.01.2019 11:15","69260","74895"
"08.01.2019 11:15 - 08.01.2019 11:30","69389","75048"
"08.01.2019 11:30 - 08.01.2019 11:45","69731","74662"
"08.01.2019 11:45 - 08.01.2019 12:00","69439","74417"
"08.01.2019 12:00 - 08.01.2019 12:15","68853","74968"
"08.01.2019 12:15 - 08.01.2019 12:30","69025","74804"
"08.01.2019 12:30 - 08.01.2019 12:45","68837","74792"
"08.01.2019 12:45 - 08.01.2019 13:00","69071","74168"
"08.01.2019 13:00 - 08.01.2019 13:15","68878","74771"
"08.01.2019 13:15 - 08.01.2019 13:30","68479","74716"
"08.01.2019 13:30 - 08.01.2019 13:45","68343","74441"
"08.01.2019 13:45 - 08.01.2019 14:00","67819","74255"
"08.01.2019 14:00 - 08.01.2019 14:15","67700","73987"
"08.01.2019 14:15 - 08.01.2019 14:30","67381","73865"
"08.01.2019 14:30 - 08.01.2019 14:45","67558","73770"
"08.01.2019 14:45 - 08.01.2019 15:00","67424","73445"
"08.01.2019 15:00 - 08.01.2019 15:15","67294","73538"
"08.01.2019 15:15 - 08.01.2019 15:30","67498","73413"
"08.01.2019 15:30 - 08.01.2019 15:45","67375","73232"
"08.01.2019 15:45 - 08.01.2019 16:00","67341","72765"
"08.01.2019 16:00 - 08.01.2019 16:15","67573","73490"
"08.01.2019 16:15 - 08.01.2019 16:30","67621","73737"
"08.01.2019 16:30 - 08.01.2019 16:45","67800","74201"
"08.01.2019 16:45 - 08.01.2019 17:00","69213","74423"
"08.01.2019 17:00 - 08.01.2019 17:15","69762","75605"
"08.01.2019 17:15 - 08.01.2019 17:30","70344","75847"
"08.01.2019 17:30 - 08.01.2019 17:45","70402","75663"
"08.01.2019 17:45 - 08.01.2019 18:00","70806","75620"
"08.01.2019 18:00 - 08.01.2019 18:15","70356","75613"
"08.01.2019 18:15 - 08.01.2019 18:30","70305","75669"
"08.01.2019 18:30 - 08.01.2019 18:45","70274","75478"
"08.01.2019 18:45 - 08.01.2019 19:00","69783","75040"
"08.01.2019 19:00 - 08.01.2019 19:15","69188","74570"
"08.01.2019 19:15 - 08.01.2019 19:30","68576","73885"
"08.01.2019 19:30 - 08.01.2019 19:45","68017","73576"
"08.01.2019 19:45 - 08.01.2019 20:00","67032","72882"
"08.01.2019 20:00 - 08.01.2019 20:15","66163","71532"
"08.01.2019 20:15 - 08.01.2019 20:30","64639","70280"
"08.01.2019 20:30 - 08.01.2019 20:45","63881","69209"
"08.01.2019 20:45 - 08.01.2019 21:00","63071","67752"
"08.01.2019 21:00 - 08.01.2019 21:15","62033","67309"
"08.01.2019 21:15 - 08.01.2019 21:30","61290","66684"
"08.01.2019 21:30 - 08.01.2019 21:45","60937","65758"
"08.01.2019 21:45 - 08.01.2019 22:00","60383","65133"
"08.01.2019 22:00 - 08.01.2019 22:15","60284","64466"
"08.01.2019 22:15 - 08.01.2019 22:30","59325","63624"
"08.01.2019 22:30 - 08.01.2019 22:45","58700","62677"
"08.01.2019 22:45 - 08.01.2019 23:00","57255","61637"
"08.01.2019 23:00 - 08.01.2019 23:15","56195","60654"
"08.01.2019 23:15 - 08.01.2019 23:30","55091","59713"
"08.01.2019 23:30 - 08.01.2019 23:45","53894","58985"
"08.01.2019 23:45 - 09.01.2019 00:00","53086","58168"
"09.01.2019 00:00 - 09.01.2019 00:15","53206","56612"
"09.01.2019 00:15 - 09.01.2019 00:30","52806","55842"
"09.01.2019 00:30 - 09.01.2019 00:45","52150","55086"
"09.01.2019 00:45 - 09.01.2019 01:00","51642","54552"
"09.01.2019 01:00 - 09.01.2019 01:15","51149","54218"
"09.01.2019 01:15 - 09.01.2019 01:30","50455","53947"
"09.01.2019 01:30 - 09.01.2019 01:45","50583","53518"
"09.01.2019 01:45 - 09.01.2019 02:00","50254","52804"
"09.01.2019 02:00 - 09.01.2019 02:15","49899","52501"
"09.01.2019 02:15 - 09.01.2019 02:30","49680","52842"
"09.01.2019 02:30 - 09.01.2019 02:45","50058","52756"
"09.01.2019 02:45 - 09.01.2019 03:00","50129","52862"
"09.01.2019 03:00 - 09.01.2019 03:15","50017","53000"
"09.01.2019 03:15 - 09.01.2019 03:30","50092","52956"
"09.01.2019 03:30 - 09.01.2019 03:45","50204","53309"
"09.01.2019 03:45 - 09.01.2019 04:00","50276","53702"
"09.01.2019 04:00 - 09.01.2019 04:15","50986","53940"
"09.01.2019 04:15 - 09.01.2019 04:30","51054","54629"
"09.01.2019 04:30 - 09.01.2019 04:45","51447","55112"
"09.01.2019 04:45 - 09.01.2019 05:00","51837","55348"
"09.01.2019 05:00 - 09.01.2019 05:15","52773","56396"
"09.01.2019 05:15 - 09.01.2019 05:30","53190","56989"
"09.01.2019 05:30 - 09.01.2019 05:45","54317","58187"
"09.01.2019 05:45 - 09.01.2019 06:00","55612","59312"
"09.01.2019 06:00 - 09.01.2019 06:15","57391","61648"
"09.01.2019 06:15 - 09.01.2019 06:30","59638","64219"
"09.01.2019 06:30 - 09.01.2019 06:45","61111","66052"
"09.01.2019 06:45 - 09.01.2019 07:00","62575","67911"
"09.01.2019 07:00 - 09.01.2019 07:15","64074","69869"
"09.01.2019 07:15 - 09.01.2019 07:30","63893","70964"
"09.01.2019 07:30 - 09.01.2019 07:45","64824","71934"
"09.01.2019 07:45 - 09.01.2019 08:00","65776","72654"
"09.01.2019 08:00 - 09.01.2019 08:15","66815","73967"
"09.01.2019 08:15 - 09.01.2019 08:30","66609","74510"
"09.01.2019 08:30 - 09.01.2019 08:45","67007","74366"
"09.01.2019 08:45 - 09.01.2019 09:00","67256","74461"
"09.01.2019 09:00 - 09.01.2019 09:15","67126","74386"
"09.01.2019 09:15 - 09.01.2019 09:30","67976","74868"
"09.01.2019 09:30 - 09.01.2019 09:45","67725","75133"
"09.01.2019 09:45 - 09.01.2019 10:00","68342","75526"
"09.01.2019 10:00 - 09.01.2019 10:15","68191","75695"
"09.01.2019 10:15 - 09.01.2019 10:30","68085","75609"
"09.01.2019 10:30 - 09.01.2019 10:45","68205","75793"
"09.01.2019 10:45 - 09.01.2019 11:00","68486","76232"
"09.01.2019 11:00 - 09.01.2019 11:15","68843","76599"
"09.01.2019 11:15 - 09.01.2019 11:30","69169","76655"
"09.01.2019 11:30 - 09.01.2019 11:45","69264","76981"
"09.01.2019 11:45 - 09.01.2019 12:00","68959","76906"
"09.01.2019 12:00 - 09.01.2019 12:15","68628","76388"
"09.01.2019 12:15 - 09.01.2019 12:30","68874","76229"
"09.01.2019 12:30 - 09.01.2019 12:45","68774","76074"
"09.01.2019 12:45 - 09.01.2019 13:00","69030","76139"
"09.01.2019 13:00 - 09.01.2019 13:15","69001","76393"
"09.01.2019 13:15 - 09.01.2019 13:30","68647","76154"
"09.01.2019 13:30 - 09.01.2019 13:45","68393","75708"
"09.01.2019 13:45 - 09.01.2019 14:00","67990","75334"
"09.01.2019 14:00 - 09.01.2019 14:15","68032","75390"
"09.01.2019 14:15 - 09.01.2019 14:30","67538","75414"
"09.01.2019 14:30 - 09.01.2019 14:45","67584","75054"
"09.01.2019 14:45 - 09.01.2019 15:00","67568","74765"
"09.01.2019 15:00 - 09.01.2019 15:15","67627","74884"
"09.01.2019 15:15 - 09.01.2019 15:30","67752","74409"
"09.01.2019 15:30 - 09.01.2019 15:45","67553","74355"
"09.01.2019 15:45 - 09.01.2019 16:00","67631","74147"
"09.01.2019 16:00 - 09.01.2019 16:15","67761","74224"
